id,sentence,subject_entity,object_entity,label,source
10138,이 기간 크로아티아와 크라이나 공화국 간 유엔의 중재로 수 차례 평화 협상이 있었으나 실패하였다. 가장 큰 논쟁거리는 오쿠차니 인근의 자그레브-슬라본스키브로드 고속도로의 세르비아계 거주 지역을 교통편으로 개방시키는 문제와 크로아티아 내 세르비아계 다수 지역의 추정 영역 문제였다. 고속도로는 1994년 말 개통되었으나 안보 문제로 곧바로 폐쇄되었다.,"{'word': '크로아티아', 'start_idx': 5, 'end_idx': 9, 'type': 'ORG'}","{'word': '자그레브', 'start_idx': 75, 'end_idx': 78, 'type': 'POH'}",no_relation,wikipedia
26201,"빌헬름 푸르트벵글러(Wilhelm Furtwängler, 1886년 1월 25일 – 1954년 11월 30일)는 독일의 지휘자이자 피아니스트 겸 작곡가였다.","{'word': '빌헬름 푸르트벵글러', 'start_idx': 0, 'end_idx': 9, 'type': 'PER'}","{'word': '지휘자', 'start_idx': 67, 'end_idx': 69, 'type': 'POH'}",per:title,wikipedia
24413,"하지만 1981년의 복선 전철화, 1987년의 일본국유철도 분할 민영화, 1997년 JR 도자이 선 직통 운전 개시 등 편리성의 큰 향상과, 2000년대 역 주변에 대규모 상업 시설이 개발됨에 따라서 승강객이 증가하여 현재는 서일본 여객철도 관내 승차 인원수 50위 안에 드는 역이 되었다.","{'word': '서일본 여객철도', 'start_idx': 126, 'end_idx': 133, 'type': 'ORG'}","{'word': '일본국유철도', 'start_idx': 26, 'end_idx': 31, 'type': 'ORG'}",no_relation,wikipedia
15904,"조원흠(趙元欽, 1980년 1월 13일 ~)은 중국의 가수, 배우이면서 대한민국의 가수로, 2017년에 락 그룹 노라조에서 이혁이 탈퇴한 이후 노라조에 새롭게 합류한 멤버로, 2018년 8월 신곡 발표와 함께 정식으로 영입되었다.","{'word': '조원흠', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '가수, 배우', 'start_idx': 30, 'end_idx': 35, 'type': 'POH'}",per:title,wikipedia
27940,핀란드 방위군의 저격수인 시모 해위해(Simo Häyhä 1925-2002)는 소련과 핀란드의 분쟁인 겨울전쟁에서 무려 542명의 사살기록을 세웠다.,"{'word': '시모 해위해', 'start_idx': 14, 'end_idx': 19, 'type': 'PER'}","{'word': '겨울전쟁', 'start_idx': 57, 'end_idx': 60, 'type': 'POH'}",no_relation,wikipedia
4342,"[[2011년]] [[4월 8일]]부터 [[6월 24일]](1기), [[10월 7일]]부터 [[12월 23일]](2기)까지 [[TV 사이타마]] 및 [[전국 독립UHF방송 협의회|U국 계열]]에서 방영. 주요 스태프는 《[[순정 로맨티카]]》의 TV 시리즈와 거의 동일하다.","{'word': '전국 독립UHF방송 협의회', 'start_idx': 85, 'end_idx': 98, 'type': 'ORG'}","{'word': 'TV 사이타마', 'start_idx': 71, 'end_idx': 77, 'type': 'ORG'}",no_relation,wikipedia
10483,"이에, 최영조 경산시장은 “「청년희망 카페」가 우리 지역 청년들이 서로 소통하며 꿈과 희망을 꽃피울 수 있는 청년 희망 공간이 되기를 바란다.”라며, “경산시는 앞으로도 지역 청년과 함께 2030년 인구 40만 명품 자족 도시를 목표로 지역 주력산업을 고부가가치 산업으로 발전시키고, 신산업을 육성, 국책사업 및 기업유치 등을 통해 양질의 일자리 창출에 최선을 다하여 지역 청년들이 행복한 미래를 꿈꿀 수 있는 환경을 조성하는 데 최선을 다하겠다.”라고 말했다.","{'word': '경산시', 'start_idx': 85, 'end_idx': 87, 'type': 'ORG'}","{'word': '최영조', 'start_idx': 4, 'end_idx': 6, 'type': 'PER'}",org:top_members/employees,wikitree
11458,"5월 5일 미군정청 군정장관 겸 주한미군 부사령관 윌리엄 F. 딘, 민정장관 안재홍, 경비대 총사령관 송호성 준장, 경무부장 조병옥, 제주도 군정장관 맨스필드 대령 등이 비행기편으로 제주도에 착륙했다.","{'word': '미군정', 'start_idx': 6, 'end_idx': 8, 'type': 'ORG'}","{'word': '안재홍', 'start_idx': 43, 'end_idx': 45, 'type': 'PER'}",no_relation,wikipedia
6318,"1949년 《민중일보》가 화재를 당하여 재건이 어렵게 되자, 영국 스코틀랜드의 에든버러대학에 유학하여 일찍이 해외 문물을 접했던 윤보선(尹潽善)에게 판권을 무상으로 양도하였다.","{'word': '에든버러', 'start_idx': 44, 'end_idx': 47, 'type': 'ORG'}","{'word': '스코틀랜드', 'start_idx': 37, 'end_idx': 41, 'type': 'LOC'}",org:place_of_headquarters,wikipedia
24621,"블라디미르 프로프(Vladimir Propp, 1895년 4월 17일~1970년 8월 22일)는 러시아의 민속학자이자 예술 이론가이다.","{'word': '블라디미르 프로프', 'start_idx': 0, 'end_idx': 8, 'type': 'PER'}","{'word': '1970년 8월 22일', 'start_idx': 39, 'end_idx': 50, 'type': 'DAT'}",per:date_of_death,wikipedia
18393,1450년에 명나라 조정에 송환되어 돌아 왔으나 이미 이복동생인 경태제(景泰帝)가 즉위하여 황제가 되었으므로 정통제는 태상황(太上皇)되어 궁에 유폐되었다.,"{'word': '경태제', 'start_idx': 36, 'end_idx': 38, 'type': 'PER'}","{'word': '정통제', 'start_idx': 61, 'end_idx': 63, 'type': 'POH'}",per:siblings,wikipedia
80,"2008년 2월 29일 방송위원회를 개편하여 발족하였으며, 경기도 과천시 관문로 47 정부과천청사에 위치하고 있다.","{'word': '방송위원회', 'start_idx': 13, 'end_idx': 17, 'type': 'ORG'}","{'word': '2008년 2월 29일', 'start_idx': 0, 'end_idx': 11, 'type': 'DAT'}",org:founded,wikipedia
6984,"페예노르트 이적 직후인 2002-03 시즌에는 대한민국 선수로는 2번째로 UEFA 챔피언스리그 본선 무대에 진출하여 데뷔전 상대로 유벤투스를 맞아 맹활약을 펼쳤고, 한 때 에레디비시의 모든 선수들을 대상으로 한 랭킹에서 22위에 오르는 등 뛰어난 활약을 펼쳤다.","{'word': '에레디비시', 'start_idx': 96, 'end_idx': 100, 'type': 'ORG'}","{'word': 'UEFA', 'start_idx': 41, 'end_idx': 44, 'type': 'POH'}",org:member_of,wikipedia
23272,오이레우스 왕은 동생을 설득하여 헤라클레스의 죄를 사면하였으나 헤라클레스는 아내 데이아네이라와 아들 힐로스를 데리고 칼리돈을 떠나 테베로 가게 되었다.,"{'word': '데이아네이라', 'start_idx': 45, 'end_idx': 50, 'type': 'PER'}","{'word': '헤라클레스', 'start_idx': 35, 'end_idx': 39, 'type': 'PER'}",per:spouse,wikipedia
20626,"1816년 8월, 이 도시는 1715년 알제리의 노예 습격에 끌려간 엑수스 경(Tomas Pellew의 후손) 휘하의 영국 함대의 폭격을 받았으나 네덜란드의 지원을 받아 알제리에 정박해 있는 코르사르 함대를 파괴했다.","{'word': '네덜란드', 'start_idx': 82, 'end_idx': 85, 'type': 'ORG'}","{'word': '1816년 8월', 'start_idx': 0, 'end_idx': 7, 'type': 'DAT'}",no_relation,wikipedia
16542,"유로파 클리퍼 탐사선은 제트 추진 연구소, 응용 물리 연구소, SwRI, 텍사스 대학교 오스틴, 애리조나 주립 대학교, 콜로라도 대학교 볼더에서 만들어진 아홉 개의 탐사 기구를 장치할 예정이다.","{'word': '텍사스', 'start_idx': 41, 'end_idx': 43, 'type': 'ORG'}","{'word': '오스틴', 'start_idx': 49, 'end_idx': 51, 'type': 'LOC'}",no_relation,wikipedia
3371,"로타어 마테우스 (그도 또한 한때 보루시아 묀헨글라트바흐의 선수였다.) 가 1992년에 뮌헨으로 복귀한 뒤, 에펜베르크는 ACF 피오렌티나로 이적하였으나, 덴마크의 브라이언 라우드루프와 아르헨티나의 가브리엘 바티스투타를 보유한 피오렌티나는 에펜베르크의 이적 원년에 세리에 A강등을 피할 수 없었다.","{'word': '가브리엘 바티스투타', 'start_idx': 111, 'end_idx': 120, 'type': 'PER'}","{'word': '아르헨티나', 'start_idx': 104, 'end_idx': 108, 'type': 'LOC'}",per:origin,wikipedia
19612,"한 장르에 국한하지 않고 팝 음악부터 록, 알앤비, EDM, 재즈 등 다양한 장르의 음반을 작업하고 있고 그와 함께 작업한 대표적인 뮤지션은 비욘세(Beyonce), 블랙 아이드 피스(The Black Eyed Peas), 케니 지(Kenny G), 크리스티나 아길레라(Christina Aguilera), 마이클 잭슨(Michael Jackson), 머라이어 캐리(Mariah Carey) 등이 있다.","{'word': '비욘세', 'start_idx': 79, 'end_idx': 81, 'type': 'PER'}","{'word': 'Beyonce', 'start_idx': 83, 'end_idx': 89, 'type': 'PER'}",per:alternate_names,wikipedia
15363,코넬 대학교는 1865년에 에즈라 코넬(Ezra Cornell)과 앤드루 딕슨 화이트(Andrew Dickson White)에 의해 인종이나 종교에 상관 없이 입학을 받는 무교파 대학으로 설립되었다.,"{'word': '에즈라 코넬', 'start_idx': 15, 'end_idx': 20, 'type': 'PER'}","{'word': 'Ezra Cornell', 'start_idx': 22, 'end_idx': 33, 'type': 'PER'}",per:alternate_names,wikipedia
29826,"석(昔)씨는 탈해 이사금을 비롯하여 제9대 벌휴 이사금, 제10대 내해 이사금, 제11대 조분 이사금, 제12대 첨해 이사금, 제14대 유례 이사금, 제15대 기림 이사금, 제16대 흘해 이사금 등 8왕이 도합 171년간을 재위하였다.","{'word': '조분 이사금', 'start_idx': 50, 'end_idx': 55, 'type': 'PER'}","{'word': '유례 이사금', 'start_idx': 76, 'end_idx': 81, 'type': 'PER'}",no_relation,wikipedia
20979,"신 씨는 신 회장의 또 다른 자녀인 신영자 전 롯데복지재단 이사장, 신동주 전 롯데홀딩스 부회장, 신동빈 롯데그룹 회장과 함께 유산을 나눠 가지게 됐다.","{'word': '롯데그룹', 'start_idx': 59, 'end_idx': 62, 'type': 'ORG'}","{'word': '신동빈', 'start_idx': 55, 'end_idx': 57, 'type': 'PER'}",org:top_members/employees,wikitree
5584,장군 샤를 드 골은 자신을 자유 프랑스의 지도자로 선언하고 전투를 계속하겠다고 말했다.,"{'word': '자유 프랑스', 'start_idx': 15, 'end_idx': 20, 'type': 'ORG'}","{'word': '샤를 드 골', 'start_idx': 3, 'end_idx': 8, 'type': 'PER'}",org:top_members/employees,wikipedia
28209,조형기(1958년 10월 15일 ~)는 대한민국의 배우이다.,"{'word': '조형기', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '1958년 10월 15일', 'start_idx': 4, 'end_idx': 16, 'type': 'DAT'}",per:date_of_birth,wikipedia
8746,이강인은 10일 화성종합경기타운 주 경기장에서 열린 스리랑카와 2022년 카타르 월드컵 아시아지역 2차 예선 H조 2차전에서 4-3-3 전술의 중앙 미드필더로 선발 출전해 풀타임 출전하며 1도움을 기록했다.,"{'word': '이강인', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '중앙 미드필더', 'start_idx': 80, 'end_idx': 86, 'type': 'POH'}",per:title,wikitree
1525,화순군(군수 구충곤)은 맞춤형 방문보건 사업과 연계해 건강 취약 계층을 포함한 전체 주민을 대상으로 신종 코로나바이러스 감염증(코로나19) 예방 활동을 펼치고 있다.,"{'word': '화순군', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}","{'word': '구충곤', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}",org:top_members/employees,wikitree
22131,"중추원 부찬의로 재임하던 중인 1912년에 일본 정부로부터 한국병합기념장을 수여받았고, 1924년 조선총독 사이토 마코토의 관저에서 다이쇼 천황 생일을 맞아 천장절 축하 행사가 열렸을 때 초청 대상자로 선정되기도 했다.","{'word': '사이토 마코토', 'start_idx': 60, 'end_idx': 66, 'type': 'PER'}","{'word': '다이쇼 천황', 'start_idx': 74, 'end_idx': 79, 'type': 'POH'}",no_relation,wikipedia
1391,박양우 문화체육관광부 장관이 여름 휴가철을 맞아 국내 지역 관광 명소에 대한 관심의 확대와 국내 관광활성화를 위해 11일 우리 지역 광주 시티투어 오월버스를 탑승했다.,"{'word': '문화체육관광부', 'start_idx': 4, 'end_idx': 10, 'type': 'ORG'}","{'word': '박양우', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}",org:top_members/employees,wikitree
15702,부산항만공사는 이달 23일까지 총 9회에 걸쳐 부산항보안공사 및 부산항시설관리센터 직원 740명을 대상으로 안전교육을 실시할 예정이다.,"{'word': '부산항만공사', 'start_idx': 0, 'end_idx': 5, 'type': 'ORG'}","{'word': '부산항보안공사', 'start_idx': 26, 'end_idx': 32, 'type': 'ORG'}",org:members,wikitree
23676,화순군(군수 구충곤)은 군민이 교통난을 겪고 있는 지역의 교통 편익 제공을 위해 추진한 ‘공간아파트∼신라베스트빌 구간 도시계획도로 개설사업’을 준공했다고 밝혔다.,"{'word': '화순군', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}","{'word': '구충곤', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}",org:top_members/employees,wikitree
22152,"모기업은 엔씨소프트, 구단주는 김택진, 대표이사는 황순현, 단장은 김종문이다.","{'word': '엔씨소프트', 'start_idx': 5, 'end_idx': 9, 'type': 'ORG'}","{'word': '김택진', 'start_idx': 17, 'end_idx': 19, 'type': 'PER'}",org:top_members/employees,wikipedia
31635,"이후 새천년민주당은 다른 세력들과 이합집산을 거듭한 끝에 더불어민주당이 되고, 통합진보당은 통합진보당 해산심판사건으로 와해되었으나 다시 결집하여 민중당을 창당하였으며, 남은 NL세력은 민중연합당을 창당하게 된다.","{'word': '새천년민주당', 'start_idx': 3, 'end_idx': 8, 'type': 'ORG'}","{'word': '민중당', 'start_idx': 81, 'end_idx': 83, 'type': 'ORG'}",no_relation,wikipedia
6619,"1972년 가톨릭대학교를 졸업하고 1973년 12월 사제수품 후 동성중학교 교사로 사목의 첫 발을 내디딘 후 교구 교리사목위원회 중고등학생 담당, 사목연수원 중고등학생 담당, 교육국장 등을 거쳐 1995년 9월부터 2002년 11월까지 동성고등학교 교장으로 재임하였다.","{'word': '가톨릭대학교', 'start_idx': 6, 'end_idx': 11, 'type': 'ORG'}","{'word': '동성중학교', 'start_idx': 36, 'end_idx': 40, 'type': 'ORG'}",no_relation,wikipedia
31451,"문 대통령이 참석한 이날 총 1조 원 규모의 효성 증설투자 협약식에는 송하진 전북도지사와 김승수 전주시장, 조현준 효성 회장, 정동영, 안호영, 이용호 등 지역국회의원, 홍남기 경제부총리, 유영민 과학기술정보통신부장관, 성윤모 산업통상자원부장관 등 중앙부처 관계자와 지역 인사 등 300여명이 참석했다.","{'word': '김승수', 'start_idx': 50, 'end_idx': 52, 'type': 'PER'}","{'word': '송하진', 'start_idx': 39, 'end_idx': 41, 'type': 'PER'}",per:colleagues,wikitree
32021,한국디자인진흥원(韓國디자인進興院)은 산업디자인의 연구 및 개발을 촉진하고 산업디자인의 진흥을 위한 사업을 지원함으로써 산업의 경쟁력 강화에 이바지함을 목적으로 설립된 산업통상자원부 산하 공공기관(위탁집행형 준정부기관)이다.,"{'word': '한국디자인진흥원', 'start_idx': 0, 'end_idx': 7, 'type': 'ORG'}","{'word': '산업통상자원부', 'start_idx': 93, 'end_idx': 99, 'type': 'ORG'}",org:member_of,wikipedia
8005,"YTN과 뉴스한국은 여당인 한나라당과 이명박 정부의 복지 정책에 대한 대응으로, 여당의 복지 이슈 선점을 만회하려는 의도라고 분석했다.","{'word': '이명박 정부', 'start_idx': 21, 'end_idx': 26, 'type': 'PER'}","{'word': '한나라당', 'start_idx': 15, 'end_idx': 18, 'type': 'ORG'}",no_relation,wikipedia
20568,"김민주(金珉周, 2001년 2월 5일 ~)는 대한민국의 가수로, 걸그룹 아이즈원의 멤버로 팀 내에서 서브보컬과 서브래퍼를 맡고있다.","{'word': '김민주', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '대한민국', 'start_idx': 25, 'end_idx': 28, 'type': 'LOC'}",per:origin,wikipedia
27326,오마이걸 소속사 WM엔터테인먼트는 13일 오후 5시 공식 홈페이지에 이 같은 내용의 전체공지를 내놓았다.,"{'word': '오마이걸', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}","{'word': 'WM엔터테인먼트', 'start_idx': 9, 'end_idx': 16, 'type': 'ORG'}",per:employee_of,wikitree
28262,"1998년 FIFA 월드컵에서, 이탈리아의 지휘봉을 잡았던 체사레 말디니 감독은 ""저는 제 선수단의 선수 5명과 지단을 바꾸고 싶었습니다.""라고 말했다.","{'word': '체사레 말디니', 'start_idx': 33, 'end_idx': 39, 'type': 'PER'}","{'word': '이탈리아', 'start_idx': 18, 'end_idx': 21, 'type': 'ORG'}",no_relation,wikipedia
4633,유튜버 이남수가 올린 유기견 보호소 강아지의 안타까운 사연이 화제다.,"{'word': '이남수', 'start_idx': 4, 'end_idx': 6, 'type': 'PER'}","{'word': '유튜버', 'start_idx': 0, 'end_idx': 2, 'type': 'POH'}",per:title,wikitree
851,"2001년 9월 11일 9.11 테러에서 하이재킹당한 아메리칸 항공 11편에 승무원으로 탑승해 있었으며, 이 날 비행기가 세계 무역 센터의 북쪽 타워에 충돌하여 사망한다.","{'word': '아메리칸 항공', 'start_idx': 30, 'end_idx': 36, 'type': 'ORG'}","{'word': '2001년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}",no_relation,wikipedia
22819,"이어 ""이미 유승호님이 고양이를 돌보고 있는 훌륭한 집사라는 사실을 너무나 잘 알고 있었기에 내심 다행이란 마음도 들었다""며 ""특히 유승호님이 군 전역했을 때 눈시울을 붉히며 '부모님과 고양이 두 마리가 보고싶다'고 했던 기사가 인상적이었다""고 전했다.","{'word': '유승호', 'start_idx': 74, 'end_idx': 76, 'type': 'PER'}","{'word': '부모님', 'start_idx': 99, 'end_idx': 101, 'type': 'POH'}",per:parents,wikitree
6741,1992년 제14대 국회의원 선거에서 통일국민당 후보로 부산직할시 남구 갑 선거구에 출마하였으나 민주자유당 허재홍 후보에 밀려 낙선하였다.,"{'word': '자유당', 'start_idx': 56, 'end_idx': 58, 'type': 'ORG'}","{'word': '국민당', 'start_idx': 23, 'end_idx': 25, 'type': 'ORG'}",no_relation,wikipedia
17501,"신본기(辛本基, 1989년 3월 21일 ~)는 KBO 리그 롯데 자이언츠의 내야수이다.","{'word': '신본기', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '롯데 자이언츠', 'start_idx': 33, 'end_idx': 39, 'type': 'ORG'}",per:employee_of,wikipedia
24700,진도군(군수 이동진)이 주민 스스로 마을의 문제를 해결하고 마을단위 자치역량을 강화하기 위해 주민자치회 활성화를 추진한다.,"{'word': '진도군', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}","{'word': '이동진', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}",org:top_members/employees,wikitree
2142,"민주당과 유신당의 합당에 즈음해 유신당의 마쓰노 요리히사 대표는 ""민주당이라는 이름을 가진 정당에 합류할 일은 없다""라고 말하며 ""민주당""이라는 당명에 거부감을 드러냈고, 민주당과 유신당의 합당 협의 과정에서도 당명 변경이 그 조건에 포함되어 있었기 때문에 창당에 앞서 당명 결정이 최대의 과제가 되었다.","{'word': '유신당', 'start_idx': 18, 'end_idx': 20, 'type': 'ORG'}","{'word': '마쓰노 요리히사', 'start_idx': 23, 'end_idx': 30, 'type': 'PER'}",org:top_members/employees,wikipedia
7537,"더 부르는 아약스 소속으로 UEFA 챔피언스리그와 UEFA컵에서 우승을 경험한 뒤에 라리가의 FC 바르셀로나로 이적하였지만, 더이상 성공을 이어가지 못하였고, 오히려 금지약물인 난드롤론을 복용한 사실이 드러나, 징계를 받았다.","{'word': '라리가', 'start_idx': 47, 'end_idx': 49, 'type': 'ORG'}","{'word': 'UEFA', 'start_idx': 28, 'end_idx': 31, 'type': 'POH'}",no_relation,wikipedia
28129,부품 기업에서 자율주행 솔루션 제공기업으로 성장한 모빌아이 부스에서는 자율주행 솔루션 상품(ADAS) 개발 현황과 맵핑 기술 현황에 대해 살펴보고 현대자동차와 현대차 그룹내 모빌리티 핵심기업인 현대모비스 부스를 연이어 방문했다.,"{'word': '현대차', 'start_idx': 89, 'end_idx': 91, 'type': 'ORG'}","{'word': '현대자동차', 'start_idx': 82, 'end_idx': 86, 'type': 'ORG'}",org:alternate_names,wikitree
8987,"신지(Shinji, ~)는 대한민국의 드러머 겸 작곡가, 편곡가이다.","{'word': 'Shinji', 'start_idx': 3, 'end_idx': 8, 'type': 'PER'}","{'word': '작곡가', 'start_idx': 27, 'end_idx': 29, 'type': 'POH'}",per:title,wikipedia
13776,히가시스이타 신호장은 일본 오사카부 스이타시에 있는 한큐 전철 교토 본선의 신호장이다.,"{'word': '한큐 전철', 'start_idx': 29, 'end_idx': 33, 'type': 'ORG'}","{'word': '일본 오사카부', 'start_idx': 12, 'end_idx': 18, 'type': 'LOC'}",org:place_of_headquarters,wikipedia
5101,"2015년 10월 발매된 러블리즈의 미니앨범 《Lovelyz8》에 수록한 타이틀곡 는 각종 음원 차트에서 10위권 안에 진입하였고, 2016년 상반기 차트 집계에서는 50위권내에 올랐다.","{'word': '러블리즈', 'start_idx': 14, 'end_idx': 17, 'type': 'PER'}","{'word': 'Lovelyz8', 'start_idx': 26, 'end_idx': 33, 'type': 'POH'}",no_relation,wikipedia
13373,손병두 금융위 부위원장이 8일 서울 종로구 정부서울청사에서 금융리스크 대응반 회의를 비대면 화상회의로 진행하고 있다.,"{'word': '금융위', 'start_idx': 4, 'end_idx': 6, 'type': 'ORG'}","{'word': '손병두', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}",org:top_members/employees,policy_briefing
27405,중국에서 일본으로 건너온 승려인 감진은 754년에 도다이지에서 고켄 천황과 쇼무 천황을 포함한 황족들이 보살계를 받을 수 있게 하였고 일본 불교에 수계 제도를 정착시켰다.,"{'word': '고켄 천황', 'start_idx': 35, 'end_idx': 39, 'type': 'PER'}","{'word': '쇼무 천황', 'start_idx': 42, 'end_idx': 46, 'type': 'PER'}",no_relation,wikipedia
10498,"소피 필리프 엘리자베트 쥬스틴 드 프랑스(Sophie Philippine Élisabeth Justine de France, 1734년 7월 17일 ~ 1782년 3월 3일)는 프랑스의 공주로, 루이 15세와 마리 레슈친스카 사이에 태어난 여섯 번째 딸이다.","{'word': '루이 15세', 'start_idx': 109, 'end_idx': 114, 'type': 'PER'}","{'word': '마리 레슈친스카', 'start_idx': 117, 'end_idx': 124, 'type': 'PER'}",per:spouse,wikipedia
946,"문종비 인예왕후, 인경현비, 인절현비의 친정아버지 이자연(李子淵)의 손자로, 이호(李顥)의 아들이며, 이자겸(李資謙)과 장경궁주의 아우이다.","{'word': '인절현비', 'start_idx': 16, 'end_idx': 19, 'type': 'PER'}","{'word': '이자연', 'start_idx': 28, 'end_idx': 30, 'type': 'PER'}",per:parents,wikipedia
26515,이후 그는 자신과 같은 유대계 미국인 출신의 서양 고전 음악 연주가였던 유진 이스토민(Eugene Istomin)· 아이작 스턴(Isaac Stern)· 레너드 로즈(Leonard Rose)가 순회 연주 공연하는 트리오 연주 악단 콘서트에 콜라보레이션 게스트로도 참가하여 피아노 연주를 하였고 글렌 굴드(Glenn Gould) 등과 아울러 미국·캐나다·영국·아일랜드·오스트레일리아·뉴질랜드 등지에 연주 공연 여행을 동반하기도 하였다.,"{'word': '글렌 굴드', 'start_idx': 164, 'end_idx': 168, 'type': 'PER'}","{'word': '캐나다', 'start_idx': 193, 'end_idx': 195, 'type': 'LOC'}",no_relation,wikipedia
5352,밴드 이터널의 전 구성원인 드러머 마르틴 로페즈 (전 아몬 아마스 구성원)와 베이시스트 마르틴 멘데스는 오페스의 팬이었다.,"{'word': '마르틴 멘데스', 'start_idx': 49, 'end_idx': 55, 'type': 'PER'}","{'word': '오페스', 'start_idx': 58, 'end_idx': 60, 'type': 'ORG'}",no_relation,wikipedia
21492,자유한국당의 반발 속에 '41'(더불어민주당·바른미래당·정의당·민주평화당대안신당) 협의체에서 마련한 2020년도 예산안·기금운용 수정안이 10일 국회 본회의를 통과했다.,"{'word': '민주평화당', 'start_idx': 35, 'end_idx': 39, 'type': 'ORG'}","{'word': '대안신당', 'start_idx': 40, 'end_idx': 43, 'type': 'ORG'}",no_relation,wikitree
22958,삼성생명 사장에 전영묵 삼성자산운용(56·사진) 대표가 내정됐다.,"{'word': '삼성자산운용', 'start_idx': 13, 'end_idx': 18, 'type': 'ORG'}","{'word': '삼성생명', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}",no_relation,wikitree
5009,'파파라치'라는 이름은 이탈리아의 영화감독 페데리코 펠리니가 만든 《달콤한 생활》에 등장한 카메라맨에서 유래했다는 게 정설이다.,"{'word': '페데리코 펠리니', 'start_idx': 24, 'end_idx': 31, 'type': 'PER'}","{'word': '이탈리아', 'start_idx': 13, 'end_idx': 16, 'type': 'LOC'}",per:origin,wikipedia
29849,첫 번째와 두 번째 미즈 마블은 캐럴 댄버스이며 세번째와 네번째는 카말라 칸이 미즈 마블로 등장한다.,"{'word': '카말라 칸', 'start_idx': 37, 'end_idx': 41, 'type': 'PER'}","{'word': '미즈 마블', 'start_idx': 11, 'end_idx': 15, 'type': 'PER'}",no_relation,wikipedia
4279,9일 옹성우 씨 소속사 판타지오가 운영하는 공식 SNS와 팬카페에는 옹성우 사진전 'Oh! Happy Day' 관련 포스터와 공지가 게시됐다.,"{'word': '옹성우', 'start_idx': 3, 'end_idx': 5, 'type': 'PER'}","{'word': '판타지오', 'start_idx': 13, 'end_idx': 16, 'type': 'ORG'}",per:employee_of,wikitree
30847,"2017년 5월 7일, 제25대 대통령 선거에서 국민전선의 마린 르 펜 후보를 누르고 대통령에 당선되어 프랑스 최초의 최연소·비주류 정당 대통령이 되었다.","{'word': '국민전선', 'start_idx': 27, 'end_idx': 30, 'type': 'ORG'}","{'word': '마린 르 펜', 'start_idx': 33, 'end_idx': 38, 'type': 'PER'}",org:top_members/employees,wikipedia
